x1, y1, z1, x2, y2, z2, Metrology_Out
0, 0.007, 0.003, 0.014, 0.007, 0.003, 0.0124921616465238
0, 0.007, 0.004, 0.014, 0.007, 0.004, 0.0125314598884701
0, 0.007, 0.005, 0.014, 0.007, 0.005, 0.012594025882121
0, 0.007, 0.006, 0.014, 0.007, 0.006, 0.0125999998767945
0, 0.007, 0.007, 0.014, 0.007, 0.007, 0.0124941711038539
0, 0.007, 0.008, 0.014, 0.007, 0.008, 0.0125999998767945
0, 0.007, 0.009000000000000001, 0.014, 0.007, 0.009000000000000001, 0.0126246113861452
0, 0.007, 0.010000000000000002, 0.014, 0.007, 0.010000000000000002, 0.0126139054197474
0, 0.007, 0.011000000000000003, 0.014, 0.007, 0.011000000000000003, 0
0, 0.007, 0.012000000000000004, 0.014, 0.007, 0.012000000000000004, 0
0, 0.007, 0.013000000000000005, 0.014, 0.007, 0.013000000000000005, 0
0, 0.007, 0.014000000000000005, 0.014, 0.007, 0.014000000000000005, 0
0, 0.007, 0.015000000000000006, 0.014, 0.007, 0.015000000000000006, 0.0124958823267553
0, 0.007, 0.016000000000000007, 0.014, 0.007, 0.016000000000000007, 0.0125350484516388
0, 0.007, 0.017000000000000008, 0.014, 0.007, 0.017000000000000008, 0.0124721857520296
0, 0.007, 0.01800000000000001, 0.014, 0.007, 0.01800000000000001, 0.0124841987581224
0, 0.007, 0.01900000000000001, 0.014, 0.007, 0.01900000000000001, 0.0125999998767945
0, 0.007, 0.02000000000000001, 0.014, 0.007, 0.02000000000000001, 0.0125939382275313
0, 0.007, 0.02100000000000001, 0.014, 0.007, 0.02100000000000001, 0.0125847046515622
0, 0.007, 0.022000000000000013, 0.014, 0.007, 0.022000000000000013, 0.0125773549697798
0, 0.007, 0.023000000000000013, 0.014, 0.007, 0.023000000000000013, 0.0125999998767945
0, 0.007, 0.024000000000000014, 0.014, 0.007, 0.024000000000000014, 0.0125079344301258
0, 0.007, 0.025000000000000015, 0.014, 0.007, 0.025000000000000015, 0.000314696605437031
0, 0.007, 0.026000000000000016, 0.014, 0.007, 0.026000000000000016, 0
0, 0.007, 0.027000000000000017, 0.014, 0.007, 0.027000000000000017, 0
0, 0.007, 0.028000000000000018, 0.014, 0.007, 0.028000000000000018, 0
0, 0.007, 0.02900000000000002, 0.014, 0.007, 0.02900000000000002, 0
0, 0.007, 0.03000000000000002, 0.014, 0.007, 0.03000000000000002, 0.0123424815826734
0, 0.007, 0.03100000000000002, 0.014, 0.007, 0.03100000000000002, 0.0124783935101571
0, 0.007, 0.03200000000000002, 0.014, 0.007, 0.03200000000000002, 0.0125999998767945
0, 0.007, 0.03300000000000002, 0.014, 0.007, 0.03300000000000002, 0.0124268015063624
0, 0.007, 0.03400000000000002, 0.014, 0.007, 0.03400000000000002, 0.0124734180661273
0, 0.007, 0.035000000000000024, 0.014, 0.007, 0.035000000000000024, 0.0125170716253852
0, 0.007, 0.036000000000000025, 0.014, 0.007, 0.036000000000000025, 0.0124322007125904
0, 0.007, 0.037000000000000026, 0.014, 0.007, 0.037000000000000026, 0.0124162024088566
0, 0.007, 0.03800000000000003, 0.014, 0.007, 0.03800000000000003, 0.0124880561501574
0, 0.007, 0.03900000000000003, 0.014, 0.007, 0.03900000000000003, 0.0124826906950593
0, 0.008, 0, 0.014, 0.008, 0, 0.0126454138793828
0, 0.008, 0.001, 0.014, 0.008, 0.001, 0.012636154594393
0, 0.008, 0.002, 0.014, 0.008, 0.002, 0.012513824382251
0, 0.008, 0.003, 0.014, 0.008, 0.003, 0.0124689187678372
0, 0.008, 0.004, 0.014, 0.008, 0.004, 0.0125939346333712
0, 0.008, 0.005, 0.014, 0.008, 0.005, 0.0125558839583511
0, 0.008, 0.006, 0.014, 0.008, 0.006, 0.0125174277154506
0, 0.008, 0.007, 0.014, 0.008, 0.007, 0.0124723352404772
0, 0.008, 0.008, 0.014, 0.008, 0.008, 0.0125170889345739
0, 0.008, 0.009000000000000001, 0.014, 0.008, 0.009000000000000001, 0.0126249059351604
0, 0.008, 0.010000000000000002, 0.014, 0.008, 0.010000000000000002, 0.0125876740324754
0, 0.008, 0.011000000000000003, 0.014, 0.008, 0.011000000000000003, 0
0, 0.008, 0.012000000000000004, 0.014, 0.008, 0.012000000000000004, 0
0, 0.008, 0.013000000000000005, 0.014, 0.008, 0.013000000000000005, 0
0, 0.008, 0.014000000000000005, 0.014, 0.008, 0.014000000000000005, 0
0, 0.008, 0.015000000000000006, 0.014, 0.008, 0.015000000000000006, 0.0123989759492437
0, 0.008, 0.016000000000000007, 0.014, 0.008, 0.016000000000000007, 0.012299999879728
0, 0.008, 0.017000000000000008, 0.014, 0.008, 0.017000000000000008, 0.0125999998767945
0, 0.008, 0.01800000000000001, 0.014, 0.008, 0.01800000000000001, 0.012431574756538
0, 0.008, 0.01900000000000001, 0.014, 0.008, 0.01900000000000001, 0.0124888824135771
0, 0.008, 0.02000000000000001, 0.014, 0.008, 0.02000000000000001, 0.0124371241843506
0, 0.008, 0.02100000000000001, 0.014, 0.008, 0.02100000000000001, 0.0124524610017037
0, 0.008, 0.022000000000000013, 0.014, 0.008, 0.022000000000000013, 0.0124828979046443
0, 0.008, 0.023000000000000013, 0.014, 0.008, 0.023000000000000013, 0.012299999879728
0, 0.008, 0.024000000000000014, 0.014, 0.008, 0.024000000000000014, 0.0125999998767945
0, 0.008, 0.025000000000000015, 0.014, 0.008, 0.025000000000000015, 0.000274648548229591
0, 0.008, 0.026000000000000016, 0.014, 0.008, 0.026000000000000016, 0
0, 0.008, 0.027000000000000017, 0.014, 0.008, 0.027000000000000017, 0
0, 0.008, 0.028000000000000018, 0.014, 0.008, 0.028000000000000018, 0
0, 0.008, 0.02900000000000002, 0.014, 0.008, 0.02900000000000002, 0
0, 0.008, 0.03000000000000002, 0.014, 0.008, 0.03000000000000002, 0.0122793422839379
0, 0.008, 0.03100000000000002, 0.014, 0.008, 0.03100000000000002, 0.0124860631794719
0, 0.008, 0.03200000000000002, 0.014, 0.008, 0.03200000000000002, 0.0124484456901441
0, 0.008, 0.03300000000000002, 0.014, 0.008, 0.03300000000000002, 0.0123771153908681
0, 0.008, 0.03400000000000002, 0.014, 0.008, 0.03400000000000002, 0.012299999879728
0, 0.008, 0.035000000000000024, 0.014, 0.008, 0.035000000000000024, 0.0123948501119977
0, 0.008, 0.036000000000000025, 0.014, 0.008, 0.036000000000000025, 0.0124156440981149
0, 0.008, 0.037000000000000026, 0.014, 0.008, 0.037000000000000026, 0.0124237123436853
0, 0.008, 0.03800000000000003, 0.014, 0.008, 0.03800000000000003, 0.0124281627721277
0, 0.008, 0.03900000000000003, 0.014, 0.008, 0.03900000000000003, 0.0124876358837717
0, 0.009000000000000001, 0, 0.014, 0.009000000000000001, 0, 0.0126387495891212
0, 0.009000000000000001, 0.001, 0.014, 0.009000000000000001, 0.001, 0.0126003320734767
0, 0.009000000000000001, 0.002, 0.014, 0.009000000000000001, 0.002, 0.0124913430363405
0, 0.009000000000000001, 0.003, 0.014, 0.009000000000000001, 0.003, 0.012480161282576
0, 0.009000000000000001, 0.004, 0.014, 0.009000000000000001, 0.004, 0.0125999998767945
0, 0.009000000000000001, 0.005, 0.014, 0.009000000000000001, 0.005, 0.0124881727547228
0, 0.009000000000000001, 0.006, 0.014, 0.009000000000000001, 0.006, 0.0124631131264812
0, 0.009000000000000001, 0.007, 0.014, 0.009000000000000001, 0.007, 0.0124783271701881
0, 0.009000000000000001, 0.008, 0.014, 0.009000000000000001, 0.008, 0.012299999879728
0, 0.009000000000000001, 0.009000000000000001, 0.014, 0.009000000000000001, 0.009000000000000001, 0.0125467139149723
0, 0.009000000000000001, 0.010000000000000002, 0.014, 0.009000000000000001, 0.010000000000000002, 0.0126103685052987
0, 0.009000000000000001, 0.011000000000000003, 0.014, 0.009000000000000001, 0.011000000000000003, 0
0, 0.009000000000000001, 0.012000000000000004, 0.014, 0.009000000000000001, 0.012000000000000004, 0
0, 0.009000000000000001, 0.013000000000000005, 0.014, 0.009000000000000001, 0.013000000000000005, 0
0, 0.009000000000000001, 0.014000000000000005, 0.014, 0.009000000000000001, 0.014000000000000005, 0
0, 0.009000000000000001, 0.015000000000000006, 0.014, 0.009000000000000001, 0.015000000000000006, 0.0124448552230044
0, 0.009000000000000001, 0.016000000000000007, 0.014, 0.009000000000000001, 0.016000000000000007, 0.0124863404662371
0, 0.009000000000000001, 0.017000000000000008, 0.014, 0.009000000000000001, 0.017000000000000008, 0.0125353262927273
0, 0.009000000000000001, 0.01800000000000001, 0.014, 0.009000000000000001, 0.01800000000000001, 0.0125004334181123
0, 0.009000000000000001, 0.01900000000000001, 0.014, 0.009000000000000001, 0.01900000000000001, 0.0124213917411718
0, 0.009000000000000001, 0.02000000000000001, 0.014, 0.009000000000000001, 0.02000000000000001, 0.0124976544171419
0, 0.009000000000000001, 0.02100000000000001, 0.014, 0.009000000000000001, 0.02100000000000001, 0.0125300727751509
0, 0.009000000000000001, 0.022000000000000013, 0.014, 0.009000000000000001, 0.022000000000000013, 0.012299999879728
0, 0.009000000000000001, 0.023000000000000013, 0.014, 0.009000000000000001, 0.023000000000000013, 0.0124759392889325
0, 0.009000000000000001, 0.024000000000000014, 0.014, 0.009000000000000001, 0.024000000000000014, 0.0125183132020447
0, 0.009000000000000001, 0.025000000000000015, 0.014, 0.009000000000000001, 0.025000000000000015, 0.000276919485173329
0, 0.009000000000000001, 0.026000000000000016, 0.014, 0.009000000000000001, 0.026000000000000016, 0
0, 0.009000000000000001, 0.027000000000000017, 0.014, 0.009000000000000001, 0.027000000000000017, 0
0, 0.009000000000000001, 0.028000000000000018, 0.014, 0.009000000000000001, 0.028000000000000018, 0
0, 0.009000000000000001, 0.02900000000000002, 0.014, 0.009000000000000001, 0.02900000000000002, 0
0, 0.009000000000000001, 0.03000000000000002, 0.014, 0.009000000000000001, 0.03000000000000002, 0.0122878150334459
0, 0.009000000000000001, 0.03100000000000002, 0.014, 0.009000000000000001, 0.03100000000000002, 0.012299999879728
0, 0.009000000000000001, 0.03200000000000002, 0.014, 0.009000000000000001, 0.03200000000000002, 0.012299999879728
0, 0.009000000000000001, 0.03300000000000002, 0.014, 0.009000000000000001, 0.03300000000000002, 0.0123632803423279
0, 0.009000000000000001, 0.03400000000000002, 0.014, 0.009000000000000001, 0.03400000000000002, 0.012299999879728
0, 0.009000000000000001, 0.035000000000000024, 0.014, 0.009000000000000001, 0.035000000000000024, 0.0123818180607461
0, 0.009000000000000001, 0.036000000000000025, 0.014, 0.009000000000000001, 0.036000000000000025, 0.0123627829669041
0, 0.009000000000000001, 0.037000000000000026, 0.014, 0.009000000000000001, 0.037000000000000026, 0.012299999879728
0, 0.009000000000000001, 0.03800000000000003, 0.014, 0.009000000000000001, 0.03800000000000003, 0.012299999879728
0, 0.009000000000000001, 0.03900000000000003, 0.014, 0.009000000000000001, 0.03900000000000003, 0.0124258006937225
0, 0.010000000000000002, 0, 0.014, 0.010000000000000002, 0, 0.0126365066186765
0, 0.010000000000000002, 0.001, 0.014, 0.010000000000000002, 0.001, 0.0125999998767945
0, 0.010000000000000002, 0.002, 0.014, 0.010000000000000002, 0.002, 0.012484843364468
0, 0.010000000000000002, 0.003, 0.014, 0.010000000000000002, 0.003, 0.0125999998767945
0, 0.010000000000000002, 0.004, 0.014, 0.010000000000000002, 0.004, 0.0124997457354904
0, 0.010000000000000002, 0.005, 0.014, 0.010000000000000002, 0.005, 0.0125212736097497
0, 0.010000000000000002, 0.006, 0.014, 0.010000000000000002, 0.006, 0.012440244845102
0, 0.010000000000000002, 0.007, 0.014, 0.010000000000000002, 0.007, 0.0125305141236993
0, 0.010000000000000002, 0.008, 0.014, 0.010000000000000002, 0.008, 0.0125179452566156
0, 0.010000000000000002, 0.009000000000000001, 0.014, 0.010000000000000002, 0.009000000000000001, 0.0124842859656774
0, 0.010000000000000002, 0.010000000000000002, 0.014, 0.010000000000000002, 0.010000000000000002, 0.0125918841449988
0, 0.010000000000000002, 0.011000000000000003, 0.014, 0.010000000000000002, 0.011000000000000003, 0
0, 0.010000000000000002, 0.012000000000000004, 0.014, 0.010000000000000002, 0.012000000000000004, 0
0, 0.010000000000000002, 0.013000000000000005, 0.014, 0.010000000000000002, 0.013000000000000005, 0
0, 0.010000000000000002, 0.014000000000000005, 0.014, 0.010000000000000002, 0.014000000000000005, 0
0, 0.010000000000000002, 0.015000000000000006, 0.014, 0.010000000000000002, 0.015000000000000006, 0.0123774978038993
0, 0.010000000000000002, 0.016000000000000007, 0.014, 0.010000000000000002, 0.016000000000000007, 0.0125033840089324
0, 0.010000000000000002, 0.017000000000000008, 0.014, 0.010000000000000002, 0.017000000000000008, 0.0124555573974044
0, 0.010000000000000002, 0.01800000000000001, 0.014, 0.010000000000000002, 0.01800000000000001, 0.01243981474395
0, 0.010000000000000002, 0.01900000000000001, 0.014, 0.010000000000000002, 0.01900000000000001, 0.012530507471821
0, 0.010000000000000002, 0.02000000000000001, 0.014, 0.010000000000000002, 0.02000000000000001, 0.0124735631378708
0, 0.010000000000000002, 0.02100000000000001, 0.014, 0.010000000000000002, 0.02100000000000001, 0.0124537865672672
0, 0.010000000000000002, 0.022000000000000013, 0.014, 0.010000000000000002, 0.022000000000000013, 0.0124616458151133
0, 0.010000000000000002, 0.023000000000000013, 0.014, 0.010000000000000002, 0.023000000000000013, 0.0124638218912658
0, 0.010000000000000002, 0.024000000000000014, 0.014, 0.010000000000000002, 0.024000000000000014, 0.0124966222315975
0, 0.010000000000000002, 0.025000000000000015, 0.014, 0.010000000000000002, 0.025000000000000015, 0.0002390218568318
0, 0.010000000000000002, 0.026000000000000016, 0.014, 0.010000000000000002, 0.026000000000000016, 0
0, 0.010000000000000002, 0.027000000000000017, 0.014, 0.010000000000000002, 0.027000000000000017, 0
0, 0.010000000000000002, 0.028000000000000018, 0.014, 0.010000000000000002, 0.028000000000000018, 0
0, 0.010000000000000002, 0.02900000000000002, 0.014, 0.010000000000000002, 0.02900000000000002, 0
0, 0.010000000000000002, 0.03000000000000002, 0.014, 0.010000000000000002, 0.03000000000000002, 0.0123088107485011
0, 0.010000000000000002, 0.03100000000000002, 0.014, 0.010000000000000002, 0.03100000000000002, 0.012299999879728
0, 0.010000000000000002, 0.03200000000000002, 0.014, 0.010000000000000002, 0.03200000000000002, 0.0124496592108976
0, 0.010000000000000002, 0.03300000000000002, 0.014, 0.010000000000000002, 0.03300000000000002, 0.0124178570214327
0, 0.010000000000000002, 0.03400000000000002, 0.014, 0.010000000000000002, 0.03400000000000002, 0.012299999879728
0, 0.010000000000000002, 0.035000000000000024, 0.014, 0.010000000000000002, 0.035000000000000024, 0.0123625673485938
0, 0.010000000000000002, 0.036000000000000025, 0.014, 0.010000000000000002, 0.036000000000000025, 0.0123971023539448
0, 0.010000000000000002, 0.037000000000000026, 0.014, 0.010000000000000002, 0.037000000000000026, 0.012414687166414
0, 0.010000000000000002, 0.03800000000000003, 0.014, 0.010000000000000002, 0.03800000000000003, 0.012299999879728
0, 0.010000000000000002, 0.03900000000000003, 0.014, 0.010000000000000002, 0.03900000000000003, 0.0125031823604606
0, 0.011000000000000003, 0, 0.014, 0.011000000000000003, 0, 0.012636428566395
0, 0.011000000000000003, 0.001, 0.014, 0.011000000000000003, 0.001, 0.0125477639103844
0, 0.011000000000000003, 0.002, 0.014, 0.011000000000000003, 0.002, 0.012299999879728
0, 0.011000000000000003, 0.003, 0.014, 0.011000000000000003, 0.003, 0.0125999998767945
0, 0.011000000000000003, 0.004, 0.014, 0.011000000000000003, 0.004, 0.0124960951238871
0, 0.011000000000000003, 0.005, 0.014, 0.011000000000000003, 0.005, 0.012299999879728
0, 0.011000000000000003, 0.006, 0.014, 0.011000000000000003, 0.006, 0.01254883961924
0, 0.011000000000000003, 0.007, 0.014, 0.011000000000000003, 0.007, 0.0125221625653341
0, 0.011000000000000003, 0.008, 0.014, 0.011000000000000003, 0.008, 0.0124664717706955
0, 0.011000000000000003, 0.009000000000000001, 0.014, 0.011000000000000003, 0.009000000000000001, 0.0125999998767945
0, 0.011000000000000003, 0.010000000000000002, 0.014, 0.011000000000000003, 0.010000000000000002, 0.0125785260829378
0, 0.011000000000000003, 0.011000000000000003, 0.014, 0.011000000000000003, 0.011000000000000003, 0
0, 0.011000000000000003, 0.012000000000000004, 0.014, 0.011000000000000003, 0.012000000000000004, 0
0, 0.011000000000000003, 0.013000000000000005, 0.014, 0.011000000000000003, 0.013000000000000005, 0
0, 0.011000000000000003, 0.014000000000000005, 0.014, 0.011000000000000003, 0.014000000000000005, 0
0, 0.011000000000000003, 0.015000000000000006, 0.014, 0.011000000000000003, 0.015000000000000006, 0.0124868352481931
0, 0.011000000000000003, 0.016000000000000007, 0.014, 0.011000000000000003, 0.016000000000000007, 0.0125216695574406
0, 0.011000000000000003, 0.017000000000000008, 0.014, 0.011000000000000003, 0.017000000000000008, 0.0124809624762823
0, 0.011000000000000003, 0.01800000000000001, 0.014, 0.011000000000000003, 0.01800000000000001, 0.0124548877213455
0, 0.011000000000000003, 0.01900000000000001, 0.014, 0.011000000000000003, 0.01900000000000001, 0.0124452218805758
0, 0.011000000000000003, 0.02000000000000001, 0.014, 0.011000000000000003, 0.02000000000000001, 0.012299999879728
0, 0.011000000000000003, 0.02100000000000001, 0.014, 0.011000000000000003, 0.02100000000000001, 0.012465494284333
0, 0.011000000000000003, 0.022000000000000013, 0.014, 0.011000000000000003, 0.022000000000000013, 0.0125127568451921
0, 0.011000000000000003, 0.023000000000000013, 0.014, 0.011000000000000003, 0.023000000000000013, 0.0124651707026406
0, 0.011000000000000003, 0.024000000000000014, 0.014, 0.011000000000000003, 0.024000000000000014, 0.0124765890451193
0, 0.011000000000000003, 0.025000000000000015, 0.014, 0.011000000000000003, 0.025000000000000015, 0.000304774184112938
0, 0.011000000000000003, 0.026000000000000016, 0.014, 0.011000000000000003, 0.026000000000000016, 0
0, 0.011000000000000003, 0.027000000000000017, 0.014, 0.011000000000000003, 0.027000000000000017, 0
0, 0.011000000000000003, 0.028000000000000018, 0.014, 0.011000000000000003, 0.028000000000000018, 0
0, 0.011000000000000003, 0.02900000000000002, 0.014, 0.011000000000000003, 0.02900000000000002, 0
0, 0.011000000000000003, 0.03000000000000002, 0.014, 0.011000000000000003, 0.03000000000000002, 0.0123027450043988
0, 0.011000000000000003, 0.03100000000000002, 0.014, 0.011000000000000003, 0.03100000000000002, 0.0124871687681356
0, 0.011000000000000003, 0.03200000000000002, 0.014, 0.011000000000000003, 0.03200000000000002, 0.012405783251811
0, 0.011000000000000003, 0.03300000000000002, 0.014, 0.011000000000000003, 0.03300000000000002, 0.0124909844428801
0, 0.011000000000000003, 0.03400000000000002, 0.014, 0.011000000000000003, 0.03400000000000002, 0.0123749805626195
0, 0.011000000000000003, 0.035000000000000024, 0.014, 0.011000000000000003, 0.035000000000000024, 0.012299999879728
0, 0.011000000000000003, 0.036000000000000025, 0.014, 0.011000000000000003, 0.036000000000000025, 0.0123771405589291
0, 0.011000000000000003, 0.037000000000000026, 0.014, 0.011000000000000003, 0.037000000000000026, 0.0123546923382996
0, 0.011000000000000003, 0.03800000000000003, 0.014, 0.011000000000000003, 0.03800000000000003, 0.0123709409904797
0, 0.011000000000000003, 0.03900000000000003, 0.014, 0.011000000000000003, 0.03900000000000003, 0.0125064759700476
0, 0.012000000000000004, 0, 0.014, 0.012000000000000004, 0, 0.0126233987348745
0, 0.012000000000000004, 0.001, 0.014, 0.012000000000000004, 0.001, 0.0127333332088241
0, 0.012000000000000004, 0.002, 0.014, 0.012000000000000004, 0.002, 0.0125822701892771
0, 0.012000000000000004, 0.003, 0.014, 0.012000000000000004, 0.003, 0.012299999879728
0, 0.012000000000000004, 0.004, 0.014, 0.012000000000000004, 0.004, 0.0124673354419898
0, 0.012000000000000004, 0.005, 0.014, 0.012000000000000004, 0.005, 0.0125762737176923
0, 0.012000000000000004, 0.006, 0.014, 0.012000000000000004, 0.006, 0.012299999879728
0, 0.012000000000000004, 0.007, 0.014, 0.012000000000000004, 0.007, 0.012299999879728
0, 0.012000000000000004, 0.008, 0.014, 0.012000000000000004, 0.008, 0.0124353723084904
0, 0.012000000000000004, 0.009000000000000001, 0.014, 0.012000000000000004, 0.009000000000000001, 0.0125999998767945
0, 0.012000000000000004, 0.010000000000000002, 0.014, 0.012000000000000004, 0.010000000000000002, 0.0125838188256375
0, 0.012000000000000004, 0.011000000000000003, 0.014, 0.012000000000000004, 0.011000000000000003, 0
0, 0.012000000000000004, 0.012000000000000004, 0.014, 0.012000000000000004, 0.012000000000000004, 0
0, 0.012000000000000004, 0.013000000000000005, 0.014, 0.012000000000000004, 0.013000000000000005, 0
0, 0.012000000000000004, 0.014000000000000005, 0.014, 0.012000000000000004, 0.014000000000000005, 0
0, 0.012000000000000004, 0.015000000000000006, 0.014, 0.012000000000000004, 0.015000000000000006, 0.0124050988624753
0, 0.012000000000000004, 0.016000000000000007, 0.014, 0.012000000000000004, 0.016000000000000007, 0.012299999879728
0, 0.012000000000000004, 0.017000000000000008, 0.014, 0.012000000000000004, 0.017000000000000008, 0.0125274626818213
0, 0.012000000000000004, 0.01800000000000001, 0.014, 0.012000000000000004, 0.01800000000000001, 0.0124701757224949
0, 0.012000000000000004, 0.01900000000000001, 0.014, 0.012000000000000004, 0.01900000000000001, 0.0124953782945942
0, 0.012000000000000004, 0.02000000000000001, 0.014, 0.012000000000000004, 0.02000000000000001, 0.0124534293327927
0, 0.012000000000000004, 0.02100000000000001, 0.014, 0.012000000000000004, 0.02100000000000001, 0.0124849290342231
0, 0.012000000000000004, 0.022000000000000013, 0.014, 0.012000000000000004, 0.022000000000000013, 0.012299999879728
0, 0.012000000000000004, 0.023000000000000013, 0.014, 0.012000000000000004, 0.023000000000000013, 0.0125005549221795
0, 0.012000000000000004, 0.024000000000000014, 0.014, 0.012000000000000004, 0.024000000000000014, 0.0125073211877441
0, 0.012000000000000004, 0.025000000000000015, 0.014, 0.012000000000000004, 0.025000000000000015, 0.000307767419293494
0, 0.012000000000000004, 0.026000000000000016, 0.014, 0.012000000000000004, 0.026000000000000016, 0
0, 0.012000000000000004, 0.027000000000000017, 0.014, 0.012000000000000004, 0.027000000000000017, 0
0, 0.012000000000000004, 0.028000000000000018, 0.014, 0.012000000000000004, 0.028000000000000018, 0
0, 0.012000000000000004, 0.02900000000000002, 0.014, 0.012000000000000004, 0.02900000000000002, 0
0, 0.012000000000000004, 0.03000000000000002, 0.014, 0.012000000000000004, 0.03000000000000002, 0.0123294335292185
0, 0.012000000000000004, 0.03100000000000002, 0.014, 0.012000000000000004, 0.03100000000000002, 0.0124424956386562
0, 0.012000000000000004, 0.03200000000000002, 0.014, 0.012000000000000004, 0.03200000000000002, 0.012299999879728
0, 0.012000000000000004, 0.03300000000000002, 0.014, 0.012000000000000004, 0.03300000000000002, 0.0123696934012018
0, 0.012000000000000004, 0.03400000000000002, 0.014, 0.012000000000000004, 0.03400000000000002, 0.012299999879728
0, 0.012000000000000004, 0.035000000000000024, 0.014, 0.012000000000000004, 0.035000000000000024, 0.0124111877956348
0, 0.012000000000000004, 0.036000000000000025, 0.014, 0.012000000000000004, 0.036000000000000025, 0.012299999879728
0, 0.012000000000000004, 0.037000000000000026, 0.014, 0.012000000000000004, 0.037000000000000026, 0.0123491272821492
0, 0.012000000000000004, 0.03800000000000003, 0.014, 0.012000000000000004, 0.03800000000000003, 0.0123491767063202
0, 0.012000000000000004, 0.03900000000000003, 0.014, 0.012000000000000004, 0.03900000000000003, 0.0124537515018551
0, 0.013000000000000005, 0, 0.014, 0.013000000000000005, 0, 0.0126315932767255
0, 0.013000000000000005, 0.001, 0.014, 0.013000000000000005, 0.001, 0.0125999998767945
0, 0.013000000000000005, 0.002, 0.014, 0.013000000000000005, 0.002, 0.0125999998767945
0, 0.013000000000000005, 0.003, 0.014, 0.013000000000000005, 0.003, 0.0125043057411106
0, 0.013000000000000005, 0.004, 0.014, 0.013000000000000005, 0.004, 0.0125080653576873
